,CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP,OID_TRACT_20,GEOID_TRACT_20,NAMELSAD_TRACT_20,AREALAND_TRACT_20,AREAWATER_TRACT_20,MTFCC_TRACT_20,FUNCSTAT_TRACT_20,OID_TRACT_10,GEOID_TRACT_10,NAMELSAD_TRACT_10,AREALAND_TRACT_10,AREAWATER_TRACT_10,MTFCC_TRACT_10,FUNCSTAT_TRACT_10,AREALAND_PART,AREAWATER_PART
380,1400000US13131950200,Georgia,Grady County,0,2702,1039,0,80.0,2.96,0,0,0,0,0,1,18.8,46994.0,0,0,0,0,0,0,0,0,77.0,77.0,,34.0,34.0,,2702.0,100.0,1240.0,45.89,603.0,22.32,519.0,19.21,2023.0,74.87,564.0,20.87,17.0,0.63,0.0,0.0,53.0,1.96,45.0,1.67,50.0,1.85,27.0,2.6,117.0,11.29,2702.0,100.0,1240.0,45.89,603.0,22.32,519.0,19.21,2023.0,74.87,564.0,20.87,17.0,0.63,0.0,0.0,53.0,1.96,45.0,1.67,50.0,1.85,27.0,2.6,117.0,11.29,77.0,2.86,34.0,1.27,18.0,0.65,11.0,0.41,70.0,2.6,7.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08,4.0,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,1407.0,603.0,519.0,2023.0,564.0,17.0,0.0,53.0,45.0,50.0,27.0,117.0,20790942090118.0,13131950200,Census Tract 9502,217841797.0,1863911.0,G5020,S,20740942090118.0,13131950200,Census Tract 9502,217841797.0,1863911.0,G5020,S,217841797.0,1863911.0
381,1400000US13131950300,Georgia,Grady County,0,4364,1631,0,0.0,0.0,0,0,0,1,1,1,20.7,51034.0,0,0,0,0,0,0,0,1,,,,,,,3484.0,79.84,1511.0,34.63,991.0,22.7,483.0,11.06,1283.0,29.39,1936.0,44.37,17.0,0.39,0.0,0.0,13.0,0.29,235.0,5.39,283.0,6.49,126.0,7.7,295.0,18.07,1801.0,41.26,636.0,14.58,515.0,11.8,244.0,5.58,880.0,20.17,738.0,16.91,6.0,0.14,0.0,0.0,10.0,0.24,166.0,3.8,196.0,4.49,52.0,3.21,147.0,8.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1874.0,1184.0,621.0,1733.0,2282.0,22.0,0.0,16.0,311.0,381.0,138.0,369.0,20790942090064.0,13131950300,Census Tract 9503,68568315.0,980862.0,G5020,S,20740942090064.0,13131950300,Census Tract 9503,68568315.0,980862.0,G5020,S,68568315.0,980862.0
382,1400000US13131950600,Georgia,Grady County,0,2333,931,0,7.0,0.3,0,0,0,0,0,0,15.8,56146.0,1,1,0,0,0,1,0,0,714.0,714.0,,263.0,263.0,,2333.0,100.0,860.0,36.87,507.0,21.73,400.0,17.15,1597.0,68.45,630.0,27.0,4.0,0.17,0.0,0.0,9.0,0.39,93.0,3.99,105.0,4.5,28.0,3.06,125.0,13.45,2333.0,100.0,860.0,36.87,507.0,21.73,400.0,17.15,1597.0,68.45,630.0,27.0,4.0,0.17,0.0,0.0,9.0,0.39,93.0,3.99,105.0,4.5,28.0,3.06,125.0,13.45,714.0,30.59,263.0,11.28,158.0,6.79,129.0,5.53,534.0,22.88,152.0,6.5,4.0,0.17,0.0,0.0,1.0,0.05,23.0,1.0,19.0,0.83,9.0,0.94,39.0,4.15,,,,,,,,,,,,,,,,,,,,,,,,,,,840.0,507.0,400.0,1597.0,630.0,4.0,0.0,9.0,93.0,105.0,25.0,110.0,20790942090101.0,13131950600,Census Tract 9506,355942802.0,4429378.0,G5020,S,20740942090101.0,13131950600,Census Tract 9506,355942802.0,4429378.0,G5020,S,355942802.0,4429378.0
383,1400000US13133950301,Georgia,Greene County,0,1889,907,0,0.0,0.0,0,0,0,0,0,0,4.4,130769.0,0,0,0,0,0,0,0,0,,,,,,,1875.0,99.28,213.0,11.29,127.0,6.73,763.0,40.38,1816.0,96.13,23.0,1.22,14.0,0.73,0.0,0.0,4.0,0.21,19.0,0.99,19.0,0.99,16.0,1.81,5.0,0.57,1795.0,95.03,204.0,10.8,119.0,6.28,737.0,39.04,1742.0,92.23,21.0,1.11,13.0,0.69,0.0,0.0,4.0,0.21,15.0,0.79,18.0,0.93,16.0,1.81,5.0,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.0,128.0,768.0,1829.0,23.0,14.0,0.0,4.0,19.0,19.0,19.0,7.0,207903717298906.0,13133950301,Census Tract 9503.01,33884506.0,11269123.0,G5020,S,207403717298906.0,13133950301,Census Tract 9503.01,33884506.0,11269123.0,G5020,S,33884506.0,11269123.0
384,1400000US13133950400,Georgia,Greene County,0,1071,436,0,0.0,0.0,0,0,0,0,0,1,22.0,44559.0,0,0,0,0,0,0,0,0,12.0,12.0,,7.0,7.0,,1071.0,100.0,585.0,54.65,232.0,21.66,181.0,16.9,446.0,41.64,591.0,55.18,3.0,0.28,0.0,0.0,2.0,0.19,29.0,2.71,37.0,3.45,46.0,10.58,102.0,23.32,1071.0,100.0,585.0,54.65,232.0,21.66,181.0,16.9,446.0,41.64,591.0,55.18,3.0,0.28,0.0,0.0,2.0,0.19,29.0,2.71,37.0,3.45,46.0,10.58,102.0,23.32,12.0,1.12,7.0,0.61,3.0,0.25,1.0,0.05,3.0,0.27,8.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,1.0,0.1,1.0,0.12,1.0,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,593.0,232.0,181.0,446.0,591.0,3.0,0.0,2.0,29.0,37.0,44.0,97.0,20790449963207.0,13133950400,Census Tract 9504,85759458.0,754230.0,G5020,S,20740449963207.0,13133950400,Census Tract 9504,85759458.0,754230.0,G5020,S,85759458.0,754230.0
385,1400000US13133950500,Georgia,Greene County,0,1442,600,0,0.0,0.0,0,0,0,0,0,0,17.5,65375.0,0,0,0,0,0,0,0,0,425.0,425.0,,196.0,196.0,,1442.0,100.0,466.0,32.29,237.0,16.44,343.0,23.79,950.0,65.88,471.0,32.66,3.0,0.21,0.0,0.0,7.0,0.49,11.0,0.76,21.0,1.46,52.0,8.67,60.0,9.98,1442.0,100.0,466.0,32.29,237.0,16.44,343.0,23.79,950.0,65.88,471.0,32.66,3.0,0.21,0.0,0.0,7.0,0.49,11.0,0.76,21.0,1.46,52.0,8.67,60.0,9.98,425.0,29.5,196.0,13.61,99.0,6.83,72.0,5.02,182.0,12.6,241.0,16.69,0.0,0.0,0.0,0.0,2.0,0.14,1.0,0.07,8.0,0.54,25.0,4.25,15.0,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,509.0,237.0,343.0,950.0,471.0,3.0,0.0,7.0,11.0,21.0,53.0,59.0,20790449963220.0,13133950500,Census Tract 9505,165887508.0,10088208.0,G5020,S,20740449963220.0,13133950500,Census Tract 9505,165887508.0,10088208.0,G5020,S,165887508.0,10088208.0
386,1400000US13135050205,Georgia,Gwinnett County,1,3749,1559,0,0.0,0.0,0,0,0,0,0,0,13.6,67411.0,1,1,1,1,1,0,0,0,929.0,2982.0,929.0,216.0,703.0,216.0,2982.0,79.55,703.0,18.75,682.0,18.2,283.0,7.56,1838.0,49.03,462.0,12.32,380.0,10.13,2.0,0.05,5.0,0.13,296.0,7.89,541.0,14.43,59.0,3.79,82.0,5.26,929.0,24.79,216.0,5.77,216.0,5.77,88.0,2.36,564.0,15.04,158.0,4.22,107.0,2.86,1.0,0.03,2.0,0.05,97.0,2.59,172.0,4.59,19.0,1.19,26.0,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1103.0,867.0,336.0,2231.0,623.0,483.0,2.0,8.0,402.0,719.0,82.0,114.0,20790442978173.0,13135050205,Census Tract 502.05,5093501.0,89624.0,G5020,S,20740442978173.0,13135050205,Census Tract 502.05,5093501.0,89624.0,G5020,S,5093501.0,89624.0
387,1400000US13135050306,Georgia,Gwinnett County,1,3895,1048,0,0.0,0.0,0,1,0,0,0,1,20.6,53507.0,0,1,0,1,0,0,0,0,471.0,2632.0,471.0,179.0,1287.0,179.0,2632.0,67.58,1287.0,33.04,806.0,20.69,167.0,4.28,1171.0,30.06,206.0,5.3,331.0,8.49,1.0,0.02,64.0,1.64,860.0,22.08,1531.0,39.31,49.0,4.65,84.0,8.05,471.0,12.09,179.0,4.6,161.0,4.15,26.0,0.67,256.0,6.57,28.0,0.71,11.0,0.29,0.0,0.0,10.0,0.25,166.0,4.27,326.0,8.37,6.0,0.62,14.0,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1880.0,1167.0,205.0,1644.0,369.0,449.0,1.0,96.0,1336.0,2397.0,74.0,119.0,20790442978206.0,13135050306,Census Tract 503.06,10141799.0,7074.0,G5020,S,20740442978206.0,13135050306,Census Tract 503.06,10141799.0,7074.0,G5020,S,10141799.0,7074.0
388,1400000US13135050308,Georgia,Gwinnett County,1,3642,1184,0,0.0,0.0,0,0,0,0,0,0,3.2,170655.0,0,1,0,1,0,0,0,0,397.0,1890.0,397.0,27.0,147.0,27.0,1890.0,51.88,147.0,4.03,585.0,16.07,181.0,4.96,1574.0,43.22,69.0,1.9,210.0,5.75,0.0,0.0,3.0,0.08,34.0,0.93,57.0,1.56,0.0,0.0,9.0,0.72,397.0,10.9,27.0,0.74,137.0,3.76,21.0,0.58,333.0,9.15,13.0,0.34,42.0,1.16,0.0,0.0,0.0,0.01,9.0,0.24,17.0,0.47,0.0,0.0,2.0,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.0,1146.0,291.0,2900.0,132.0,540.0,0.0,5.0,65.0,103.0,0.0,17.0,20790442978075.0,13135050308,Census Tract 503.08,5525176.0,167013.0,G5020,S,20740442978075.0,13135050308,Census Tract 503.08,5525176.0,167013.0,G5020,S,5525176.0,167013.0
389,1400000US13135050317,Georgia,Gwinnett County,1,3586,1477,0,0.0,0.0,0,1,0,0,0,1,20.7,50795.0,0,1,0,1,0,0,0,0,,2540.0,,,891.0,,2540.0,70.83,891.0,24.84,641.0,17.89,76.0,2.12,889.0,24.79,1067.0,29.77,133.0,3.71,6.0,0.16,46.0,1.28,398.0,11.11,869.0,24.22,28.0,1.88,61.0,4.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1506.0,968.0,90.0,1206.0,1466.0,153.0,6.0,109.0,646.0,1444.0,105.0,100.0,207903717468274.0,13135050317,Census Tract 503.17,1286259.0,15552.0,G5020,S,207403717468274.0,13135050317,Census Tract 503.17,1286259.0,15552.0,G5020,S,1286259.0,15552.0
390,1400000US13135050318,Georgia,Gwinnett County,1,2683,997,0,0.0,0.0,0,1,0,0,0,1,15.0,52552.0,0,1,0,1,0,0,0,0,,2342.0,,,1266.0,,2342.0,87.31,1266.0,47.18,740.0,27.6,69.0,2.59,762.0,28.38,967.0,36.04,120.0,4.47,0.0,0.0,30.0,1.11,464.0,17.3,819.0,30.53,25.0,2.52,82.0,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450.0,822.0,78.0,859.0,1132.0,150.0,0.0,34.0,508.0,889.0,32.0,116.0,207903717468276.0,13135050318,Census Tract 503.18,857136.0,0.0,G5020,S,207403717468276.0,13135050318,Census Tract 503.18,857136.0,0.0,G5020,S,857136.0,0.0
391,1400000US13135050321,Georgia,Gwinnett County,1,4325,1474,0,0.0,0.0,0,0,0,0,0,0,2.4,166806.0,1,1,1,1,1,0,0,0,1680.0,3929.0,1680.0,107.0,228.0,107.0,3929.0,90.85,228.0,5.27,1086.0,25.1,437.0,10.1,3499.0,80.89,83.0,1.92,270.0,6.24,1.0,0.02,5.0,0.12,72.0,1.66,107.0,2.48,8.0,0.55,13.0,0.9,1680.0,38.84,107.0,2.48,454.0,10.49,199.0,4.6,1504.0,34.77,41.0,0.95,108.0,2.5,0.0,0.0,4.0,0.08,24.0,0.55,45.0,1.05,6.0,0.38,6.0,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.0,1192.0,472.0,3846.0,101.0,294.0,1.0,5.0,78.0,117.0,9.0,16.0,207903717468280.0,13135050321,Census Tract 503.21,5147054.0,97339.0,G5020,S,207403717468280.0,13135050321,Census Tract 503.21,5147054.0,97339.0,G5020,S,5147054.0,97339.0
392,1400000US13135050322,Georgia,Gwinnett County,1,4583,1501,0,0.0,0.0,0,0,0,0,0,0,3.6,152500.0,1,1,1,1,1,0,0,0,3139.0,4567.0,3139.0,174.0,303.0,174.0,4567.0,99.66,303.0,6.61,1403.0,30.6,323.0,7.05,3958.0,86.37,152.0,3.32,340.0,7.42,2.0,0.04,6.0,0.13,109.0,2.37,191.0,4.16,28.0,1.87,11.0,0.73,3139.0,68.5,174.0,3.79,946.0,20.64,223.0,4.86,2783.0,60.72,109.0,2.39,184.0,4.02,2.0,0.04,5.0,0.11,56.0,1.22,134.0,2.92,25.0,1.69,8.0,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.0,1408.0,324.0,3971.0,153.0,342.0,2.0,6.0,109.0,191.0,30.0,12.0,207903717468278.0,13135050322,Census Tract 503.22,5085907.0,114743.0,G5020,S,207403717468278.0,13135050322,Census Tract 503.22,5085907.0,114743.0,G5020,S,5085907.0,114743.0
393,1400000US13135050425,Georgia,Gwinnett County,1,5139,1737,0,7.0,0.14,0,0,0,0,0,0,7.4,95664.0,1,1,1,1,1,0,0,0,3615.0,5131.0,3615.0,868.0,1237.0,868.0,5131.0,99.84,1237.0,24.06,1258.0,24.49,582.0,11.33,3632.0,70.67,586.0,11.4,675.0,13.14,0.0,0.0,15.0,0.29,223.0,4.34,332.0,6.46,26.0,1.47,67.0,3.87,3615.0,70.34,868.0,16.89,882.0,17.17,410.0,7.98,2572.0,50.05,392.0,7.64,489.0,9.52,0.0,0.0,12.0,0.24,149.0,2.9,237.0,4.62,17.0,1.01,47.0,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1302.0,1261.0,583.0,3637.0,587.0,676.0,0.0,15.0,224.0,333.0,23.0,71.0,20790442977565.0,13135050425,Census Tract 504.25,7050149.0,77884.0,G5020,S,20740442977565.0,13135050425,Census Tract 504.25,7050149.0,77884.0,G5020,S,7050149.0,77884.0
394,1400000US13135050520,Georgia,Gwinnett County,1,4737,1930,0,7.0,0.15,1,1,1,1,1,1,19.4,57787.0,1,1,1,1,1,0,0,1,548.0,3293.0,548.0,147.0,1245.0,147.0,3293.0,69.53,1245.0,26.29,845.0,17.85,468.0,9.87,1816.0,38.34,980.0,20.69,108.0,2.28,2.0,0.04,11.0,0.23,376.0,7.95,611.0,12.9,126.0,6.55,189.0,9.78,548.0,11.57,147.0,3.1,98.0,2.08,113.0,2.38,433.0,9.14,58.0,1.23,27.0,0.57,0.0,0.01,0.0,0.0,30.0,0.63,46.0,0.96,16.0,0.84,29.0,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2169.0,1278.0,554.0,2409.0,1485.0,141.0,2.0,26.0,674.0,1020.0,207.0,284.0,20790442977925.0,13135050520,Census Tract 505.20,5578961.0,13684.0,G5020,S,20740442977925.0,13135050520,Census Tract 505.20,5578961.0,13684.0,G5020,S,5578961.0,13684.0
395,1400000US13135050521,Georgia,Gwinnett County,1,5182,1743,0,114.0,2.2,1,1,1,0,0,1,23.4,63958.0,1,1,1,1,1,0,0,0,1037.0,4643.0,1037.0,389.0,1965.0,389.0,4643.0,89.6,1965.0,37.92,1360.0,26.25,316.0,6.1,2806.0,54.15,1024.0,19.76,165.0,3.18,5.0,0.1,22.0,0.43,621.0,11.99,1212.0,23.39,97.0,5.55,223.0,12.8,1037.0,20.02,389.0,7.51,299.0,5.78,78.0,1.51,652.0,12.58,245.0,4.73,13.0,0.25,0.0,0.01,2.0,0.05,124.0,2.4,273.0,5.27,14.0,0.8,49.0,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2634.0,1483.0,452.0,3134.0,1152.0,193.0,5.0,25.0,673.0,1323.0,135.0,278.0,20790442977948.0,13135050521,Census Tract 505.21,5563720.0,10387.0,G5020,S,20740442977948.0,13135050521,Census Tract 505.21,5563720.0,10387.0,G5020,S,5563720.0,10387.0
396,1400000US13135050522,Georgia,Gwinnett County,1,4533,1675,0,4.0,0.09,0,1,0,0,0,1,28.1,45592.0,0,1,0,1,0,0,0,0,46.0,2080.0,46.0,20.0,1003.0,20.0,2080.0,45.89,1003.0,22.12,542.0,11.96,280.0,6.18,1167.0,25.74,494.0,10.9,116.0,2.57,1.0,0.02,8.0,0.17,294.0,6.48,437.0,9.64,82.0,4.88,147.0,8.78,46.0,1.01,20.0,0.43,10.0,0.22,7.0,0.16,30.0,0.65,6.0,0.12,5.0,0.1,0.0,0.0,0.0,0.0,6.0,0.13,8.0,0.18,0.0,0.02,3.0,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2364.0,1191.0,627.0,2511.0,1154.0,225.0,1.0,18.0,624.0,983.0,200.0,340.0,20790442977937.0,13135050522,Census Tract 505.22,4610038.0,44971.0,G5020,S,20740442977937.0,13135050522,Census Tract 505.22,4610038.0,44971.0,G5020,S,4610038.0,44971.0
397,1400000US13135050526,Georgia,Gwinnett County,1,4476,1704,0,0.0,0.0,0,1,0,0,0,1,20.4,42306.0,0,1,0,1,0,0,0,0,,2210.0,,,1159.0,,2210.0,49.38,1159.0,25.9,568.0,12.7,116.0,2.58,867.0,19.37,589.0,13.15,240.0,5.35,5.0,0.1,31.0,0.69,480.0,10.71,885.0,19.77,26.0,1.55,118.0,6.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2317.0,1174.0,227.0,1529.0,1308.0,462.0,6.0,50.0,1121.0,1800.0,54.0,238.0,207903717468544.0,13135050526,Census Tract 505.26,2760345.0,18163.0,G5020,S,207403717468544.0,13135050526,Census Tract 505.26,2760345.0,18163.0,G5020,S,2760345.0,18163.0
398,1400000US13135050529,Georgia,Gwinnett County,1,4033,1363,0,0.0,0.0,0,0,0,0,0,0,7.8,78155.0,0,1,0,1,0,0,0,0,3.0,2185.0,3.0,1.0,738.0,1.0,2185.0,54.18,738.0,18.3,637.0,15.78,109.0,2.7,1274.0,31.59,373.0,9.25,288.0,7.14,0.0,0.0,5.0,0.13,245.0,6.07,466.0,11.55,5.0,0.36,40.0,2.95,3.0,0.08,1.0,0.03,1.0,0.04,0.0,0.01,3.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1389.0,1195.0,183.0,2265.0,730.0,542.0,0.0,8.0,488.0,847.0,9.0,74.0,207903717468261.0,13135050529,Census Tract 505.29,5455746.0,16025.0,G5020,S,207403717468261.0,13135050529,Census Tract 505.29,5455746.0,16025.0,G5020,S,5455746.0,16025.0
399,1400000US13135050530,Georgia,Gwinnett County,1,5786,1894,0,0.0,0.0,0,0,0,0,0,0,4.5,94827.0,0,1,0,1,0,0,0,0,12.0,3345.0,12.0,3.0,845.0,3.0,3345.0,57.8,845.0,14.6,980.0,16.93,195.0,3.36,2147.0,37.11,549.0,9.49,472.0,8.17,0.0,0.0,4.0,0.06,172.0,2.97,298.0,5.15,20.0,1.05,44.0,2.35,12.0,0.21,3.0,0.06,4.0,0.06,1.0,0.01,8.0,0.14,2.0,0.03,2.0,0.03,0.0,0.0,0.0,0.0,1.0,0.01,1.0,0.01,0.0,0.0,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1596.0,1665.0,305.0,3330.0,991.0,1127.0,1.0,11.0,326.0,513.0,39.0,83.0,207903717468260.0,13135050530,Census Tract 505.30,3548253.0,2264.0,G5020,S,207403717468260.0,13135050530,Census Tract 505.30,3548253.0,2264.0,G5020,S,3548253.0,2264.0
400,1400000US13135050539,Georgia,Gwinnett County,1,5513,1730,0,0.0,0.0,0,1,0,0,0,1,19.9,44138.0,0,1,0,1,0,0,0,0,63.0,2098.0,63.0,24.0,852.0,24.0,2098.0,38.05,852.0,15.45,646.0,11.71,86.0,1.57,825.0,14.96,582.0,10.56,200.0,3.64,10.0,0.18,25.0,0.44,456.0,8.27,903.0,16.38,12.0,0.71,86.0,4.95,63.0,1.14,24.0,0.43,19.0,0.35,3.0,0.05,24.0,0.43,15.0,0.28,6.0,0.1,0.0,0.0,1.0,0.02,18.0,0.32,28.0,0.5,0.0,0.02,3.0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2708.0,1784.0,173.0,2186.0,1629.0,524.0,13.0,60.0,1101.0,2516.0,59.0,245.0,207903717468311.0,13135050539,Census Tract 505.39,2334592.0,0.0,G5020,S,207403717468311.0,13135050539,Census Tract 505.39,2334592.0,0.0,G5020,S,2334592.0,0.0
401,1400000US13135050541,Georgia,Gwinnett County,1,5061,1923,0,0.0,0.0,1,1,1,1,1,1,25.7,34342.0,1,1,1,1,1,0,0,1,902.0,3743.0,902.0,598.0,2329.0,598.0,3743.0,73.96,2329.0,46.01,1211.0,23.92,51.0,1.0,1161.0,22.93,1616.0,31.92,144.0,2.85,9.0,0.17,18.0,0.36,796.0,15.72,1576.0,31.14,104.0,5.42,188.0,9.79,902.0,17.83,598.0,11.81,308.0,6.09,13.0,0.25,302.0,5.98,370.0,7.31,43.0,0.86,0.0,0.0,2.0,0.04,185.0,3.66,403.0,7.95,32.0,1.65,43.0,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3052.0,1632.0,68.0,1555.0,2131.0,180.0,12.0,28.0,1155.0,2202.0,125.0,243.0,207903717468455.0,13135050541,Census Tract 505.41,1265672.0,16095.0,G5020,S,207403717468455.0,13135050541,Census Tract 505.41,1265672.0,16095.0,G5020,S,1265672.0,16095.0
402,1400000US13135050542,Georgia,Gwinnett County,1,4711,2106,0,1.0,0.02,1,1,1,0,0,1,14.3,48354.0,1,1,1,1,1,0,0,0,865.0,2323.0,865.0,414.0,1112.0,414.0,2323.0,49.32,1112.0,23.61,551.0,11.69,70.0,1.48,542.0,11.5,1023.0,21.71,484.0,10.27,0.0,0.0,11.0,0.23,264.0,5.61,476.0,10.1,90.0,4.27,128.0,6.07,865.0,18.35,414.0,8.78,205.0,4.35,28.0,0.59,210.0,4.45,384.0,8.16,165.0,3.51,0.0,0.0,2.0,0.05,103.0,2.19,184.0,3.9,34.0,1.61,48.0,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2419.0,1115.0,179.0,1268.0,1979.0,701.0,0.0,23.0,740.0,1324.0,199.0,283.0,207903717468315.0,13135050542,Census Tract 505.42,3643684.0,41390.0,G5020,S,207403717468315.0,13135050542,Census Tract 505.42,3643684.0,41390.0,G5020,S,3643684.0,41390.0
403,1400000US13135050549,Georgia,Gwinnett County,1,5018,1557,0,3.0,0.06,0,0,0,0,0,0,4.4,79188.0,1,1,1,1,1,0,0,0,1130.0,3610.0,1130.0,425.0,1265.0,425.0,3610.0,71.93,1265.0,25.22,1076.0,21.45,187.0,3.73,2199.0,43.82,672.0,13.39,395.0,7.88,1.0,0.02,10.0,0.2,332.0,6.62,713.0,14.21,6.0,0.4,101.0,6.47,1130.0,22.52,425.0,8.47,355.0,7.08,50.0,1.0,728.0,14.51,186.0,3.7,117.0,2.33,0.0,0.0,2.0,0.04,98.0,1.94,203.0,4.04,1.0,0.09,31.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1759.0,1460.0,285.0,3076.0,887.0,592.0,1.0,12.0,450.0,955.0,11.0,149.0,207903717468506.0,13135050549,Census Tract 505.49,3952039.0,58046.0,G5020,S,207403717468506.0,13135050549,Census Tract 505.49,3952039.0,58046.0,G5020,S,3952039.0,58046.0
